replay_buffer/size,trainer/QF1 Loss,trainer/QF2 Loss,trainer/Policy Loss,trainer/Q1 Predictions Mean,trainer/Q1 Predictions Std,trainer/Q1 Predictions Max,trainer/Q1 Predictions Min,trainer/Q2 Predictions Mean,trainer/Q2 Predictions Std,trainer/Q2 Predictions Max,trainer/Q2 Predictions Min,trainer/Q Targets Mean,trainer/Q Targets Std,trainer/Q Targets Max,trainer/Q Targets Min,trainer/Bellman Errors 1 Mean,trainer/Bellman Errors 1 Std,trainer/Bellman Errors 1 Max,trainer/Bellman Errors 1 Min,trainer/Bellman Errors 2 Mean,trainer/Bellman Errors 2 Std,trainer/Bellman Errors 2 Max,trainer/Bellman Errors 2 Min,trainer/Policy Action Mean,trainer/Policy Action Std,trainer/Policy Action Max,trainer/Policy Action Min,exploration/num steps total,exploration/num paths total,exploration/path length Mean,exploration/path length Std,exploration/path length Max,exploration/path length Min,exploration/Rewards Mean,exploration/Rewards Std,exploration/Rewards Max,exploration/Rewards Min,exploration/Returns Mean,exploration/Returns Std,exploration/Returns Max,exploration/Returns Min,exploration/Actions Mean,exploration/Actions Std,exploration/Actions Max,exploration/Actions Min,exploration/Num Paths,exploration/Average Returns,exploration/env_infos/final/reward_run Mean,exploration/env_infos/final/reward_run Std,exploration/env_infos/final/reward_run Max,exploration/env_infos/final/reward_run Min,exploration/env_infos/initial/reward_run Mean,exploration/env_infos/initial/reward_run Std,exploration/env_infos/initial/reward_run Max,exploration/env_infos/initial/reward_run Min,exploration/env_infos/reward_run Mean,exploration/env_infos/reward_run Std,exploration/env_infos/reward_run Max,exploration/env_infos/reward_run Min,exploration/env_infos/final/reward_ctrl Mean,exploration/env_infos/final/reward_ctrl Std,exploration/env_infos/final/reward_ctrl Max,exploration/env_infos/final/reward_ctrl Min,exploration/env_infos/initial/reward_ctrl Mean,exploration/env_infos/initial/reward_ctrl Std,exploration/env_infos/initial/reward_ctrl Max,exploration/env_infos/initial/reward_ctrl Min,exploration/env_infos/reward_ctrl Mean,exploration/env_infos/reward_ctrl Std,exploration/env_infos/reward_ctrl Max,exploration/env_infos/reward_ctrl Min,evaluation/num steps total,evaluation/num paths total,evaluation/path length Mean,evaluation/path length Std,evaluation/path length Max,evaluation/path length Min,evaluation/Rewards Mean,evaluation/Rewards Std,evaluation/Rewards Max,evaluation/Rewards Min,evaluation/Returns Mean,evaluation/Returns Std,evaluation/Returns Max,evaluation/Returns Min,evaluation/Actions Mean,evaluation/Actions Std,evaluation/Actions Max,evaluation/Actions Min,evaluation/Num Paths,evaluation/Average Returns,evaluation/env_infos/final/reward_run Mean,evaluation/env_infos/final/reward_run Std,evaluation/env_infos/final/reward_run Max,evaluation/env_infos/final/reward_run Min,evaluation/env_infos/initial/reward_run Mean,evaluation/env_infos/initial/reward_run Std,evaluation/env_infos/initial/reward_run Max,evaluation/env_infos/initial/reward_run Min,evaluation/env_infos/reward_run Mean,evaluation/env_infos/reward_run Std,evaluation/env_infos/reward_run Max,evaluation/env_infos/reward_run Min,evaluation/env_infos/final/reward_ctrl Mean,evaluation/env_infos/final/reward_ctrl Std,evaluation/env_infos/final/reward_ctrl Max,evaluation/env_infos/final/reward_ctrl Min,evaluation/env_infos/initial/reward_ctrl Mean,evaluation/env_infos/initial/reward_ctrl Std,evaluation/env_infos/initial/reward_ctrl Max,evaluation/env_infos/initial/reward_ctrl Min,evaluation/env_infos/reward_ctrl Mean,evaluation/env_infos/reward_ctrl Std,evaluation/env_infos/reward_ctrl Max,evaluation/env_infos/reward_ctrl Min,time/data storing (s),time/evaluation sampling (s),time/exploration sampling (s),time/logging (s),time/saving (s),time/training (s),time/epoch (s),time/total (s),Epoch
12000,0.036301285,0.03793677,9.795773,-9.554949,2.476656,-4.375514,-13.233555,-9.576499,2.4817917,-4.402414,-13.303041,-9.529778,2.4876993,-4.2498765,-13.166371,0.036301285,0.050602425,0.31623462,3.4371042e-06,0.037936766,0.052286,0.3275851,1.669855e-06,1.0,0.0,1.0,1.0,12000,12,1000.0,0.0,1000,1000,-0.550276475493182,0.08488880475492985,0.4193996593309297,-0.9609127504304167,-550.2764754931818,0.0,-550.2764754931818,-550.2764754931818,0.9607759208539416,0.0581424757793642,1.0,0.6370911976817699,1,-550.2764754931818,-0.014037565667643359,0.0,-0.014037565667643359,-0.014037565667643359,0.9364246649982928,0.0,0.9364246649982928,0.9364246649982928,0.005606075056313983,0.08193089516702295,0.9729660973002087,-0.3890227196514051,-0.5739177703523527,0.0,-0.5739177703523527,-0.5739177703523527,-0.5639992185186328,0.0,-0.5639992185186328,-0.5639992185186328,-0.5558825505494961,0.02548525680370382,-0.44883864104009474,-0.6000000000000001,55000,55,1000.0,0.0,1000,1000,-0.5954588459558696,0.07669146821157705,0.9844856661352437,-1.040909859474048,-595.4588459558809,0.7333848259723064,-594.3772124190835,-596.5220677069708,1.0,0.0,1.0,1.0,5,-595.4588459558809,0.0,0.0,0.0,0.0,1.0446633532240264,0.10016973240874341,1.1503660501802686,0.8878597852518334,0.00454115404413029,0.07669146821157705,1.5844856661352438,-0.4409098594740479,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6,1.1102230246251565e-16,-0.6000000000000001,-0.6000000000000001,0.004728348999378795,2.039272613999856,0.43534012400050415,0.01986868099993444,0.006814010999733,5.758083994000117,8.264107772999523,92.06784234899624,10
13000,0.035137385,0.035824295,11.056927,-10.865852,2.3945205,-5.6223626,-13.619275,-10.878294,2.4043276,-5.6403565,-13.615908,-10.849659,2.404445,-5.3030057,-13.817962,0.035137385,0.045690097,0.27483308,4.385962e-06,0.03582429,0.045917265,0.26033276,1.1205884e-06,1.0,0.0,1.0,1.0,13000,13,1000.0,0.0,1000,1000,-0.5488520719159541,0.09155103796675688,0.6417575539329691,-0.9405540635137166,-548.8520719159545,0.0,-548.8520719159545,-548.8520719159545,0.9607279640327568,0.05820591162119944,1.0,0.6339875938101052,1,-548.8520719159545,0.03630141077826332,0.0,0.03630141077826332,0.03630141077826332,0.9213615888424884,0.0,0.9213615888424884,0.9213615888424884,0.006979617497354591,0.08641691653242789,1.1542547982215974,-0.3446981412044525,-0.5365419838115184,0.0,-0.5365419838115184,-0.5365419838115184,-0.5287947613691468,0.0,-0.5287947613691468,-0.5287947613691468,-0.5558316894133086,0.025352471556555168,-0.4698558632870036,-0.6000000000000001,60000,60,1000.0,0.0,1000,1000,-0.5965205607217834,0.06587852088326476,0.8370366341427742,-1.047042494009371,-596.5205607217945,1.5629355666314784,-594.3221323849447,-598.4427305931374,1.0,0.0,1.0,1.0,5,-596.5205607217945,0.0,0.0,0.0,0.0,0.8315933146996912,0.1528349603969104,1.0394015749981966,0.6635304777017373,0.0034794392782166133,0.06587852088326476,1.4370366341427743,-0.4470424940093709,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6,1.1102230246251565e-16,-0.6000000000000001,-0.6000000000000001,0.00478276800004096,2.1312343380004677,0.42160397400039074,0.015319484999963606,0.006826340999396052,5.797227400000338,8.376994306000597,100.44799187999797,11
14000,0.03863207,0.034812726,12.782681,-12.632439,2.0136266,-7.173846,-15.597111,-12.681905,2.0382438,-7.143739,-15.656007,-12.688636,2.0446186,-7.0860023,-15.638606,0.03863207,0.07021349,0.6759906,1.2484657e-07,0.034812726,0.058136936,0.5512373,2.2247114e-06,1.0,0.0,1.0,1.0,14000,14,1000.0,0.0,1000,1000,-0.5515564083677087,0.07098912679476543,0.35488631108549307,-0.8585686758048457,-551.5564083677086,0.0,-551.5564083677086,-551.5564083677086,0.9610551714455208,0.056843132913290496,1.0,0.6228060609724293,1,-551.5564083677086,0.006438118043876617,0.0,0.006438118043876617,0.006438118043876617,0.9140992504809267,0.0,0.9140992504809267,0.9140992504809267,0.004558502225237578,0.06684214479506902,0.9304431463199542,-0.2835952009067949,-0.5161172341811093,0.0,-0.5161172341811093,-0.5161172341811093,-0.5815906492403639,0.0,-0.5815906492403639,-0.5815906492403639,-0.5561149105929464,0.025250589273233755,-0.4436337604145285,-0.6000000000000001,65000,65,1000.0,0.0,1000,1000,-0.5960011268457449,0.06972833260396336,0.9239545441880201,-0.9553821875489994,-596.0011268457562,1.817435756749594,-594.1504106852965,-598.9168697268407,1.0,0.0,1.0,1.0,5,-596.0011268457562,0.0,0.0,0.0,0.0,0.9166668850487731,0.217753161648682,1.2001966212826265,0.6465949231176693,0.003998873154254979,0.06972833260396336,1.5239545441880202,-0.3553821875489993,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6,1.1102230246251565e-16,-0.6000000000000001,-0.6000000000000001,0.004715877000307955,2.0434294420001606,0.4342162430002645,0.019076741999924707,0.0067957189994558576,5.557610931999989,8.065844955000102,108.51698662899707,12
15000,0.048397224,0.04389452,14.12983,-14.023636,1.9749342,-8.769041,-16.927465,-13.978247,1.95515,-8.820514,-16.877378,-13.95123,1.9890544,-8.066274,-17.144041,0.04839722,0.07949718,0.8775639,1.2721648e-07,0.04389452,0.07958595,0.90480053,9.094947e-09,1.0,0.0,1.0,1.0,15000,15,1000.0,0.0,1000,1000,-0.5529671150791766,0.07445840840363883,0.4338111165115637,-0.952320426902797,-552.9671150791772,0.0,-552.9671150791772,-552.9671150791772,0.9612156609058238,0.0572530842198733,1.0,0.5885835806298465,1,-552.9671150791772,-0.00626195170338073,0.0,-0.00626195170338073,-0.00626195170338073,0.929625812498179,0.0,0.929625812498179,0.929625812498179,0.003360962374808016,0.07136869976370878,0.9892554018731616,-0.43175185623261947,-0.523620137535979,0.0,-0.523620137535979,-0.523620137535979,-0.5512170675928766,0.0,-0.5512170675928766,-0.5512170675928766,-0.5563280774539847,0.025549685045751037,-0.47349803004772345,-0.6000000000000001,70000,70,1000.0,0.0,1000,1000,-0.5959108525215812,0.07233477848892261,1.0937953325183747,-1.0267022726236674,-595.9108525215922,1.0973971461353569,-594.5343347092145,-597.2191539301314,1.0,0.0,1.0,1.0,5,-595.9108525215922,0.0,0.0,0.0,0.0,0.9550499538246744,0.13675863107696257,1.1375998970975483,0.7531154817745985,0.004089147478418772,0.07233477848892261,1.6937953325183748,-0.42670227262366744,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6,1.1102230246251565e-16,-0.6000000000000001,-0.6000000000000001,0.004699776999586902,2.0452887960000226,0.43035925700041844,0.015145008999752463,0.006799138999667775,5.634375787999488,8.136667765998936,116.65681182999833,13
16000,0.05174303,0.05170655,15.364055,-15.14179,2.0656886,-9.977436,-17.614693,-15.164838,2.0704346,-9.961822,-17.62585,-15.134524,2.0720675,-9.81895,-17.977325,0.05174303,0.08579058,0.5704443,1.2749806e-06,0.051706553,0.08206946,0.5264916,1.0805707e-06,1.0,0.0,1.0,1.0,16000,16,1000.0,0.0,1000,1000,-0.5508641907403176,0.07839410594313458,0.3417385514360819,-0.9559564401699023,-550.8641907403182,0.0,-550.8641907403182,-550.8641907403182,0.9604535621515453,0.058325035316430414,1.0,0.6103118819032352,1,-550.8641907403182,-0.04914672217101734,0.0,-0.04914672217101734,-0.04914672217101734,0.815895487223478,0.0,0.815895487223478,0.815895487223478,0.004659522136235598,0.07574699875484082,0.9244986859614907,-0.35595644016990224,-0.5656272337698564,0.0,-0.5656272337698564,-0.5656272337698564,-0.5286457509446829,0.0,-0.5286457509446829,-0.5286457509446829,-0.5555237128765531,0.025065117644377712,-0.45805031461332046,-0.6000000000000001,75000,75,1000.0,0.0,1000,1000,-0.595396631997119,0.07694712631000045,0.5888479512872999,-1.011875317555709,-595.3966319971303,1.4836140589278084,-593.3936622272395,-597.6255821082999,1.0,0.0,1.0,1.0,5,-595.3966319971303,0.0,0.0,0.0,0.0,0.9348737677564858,0.10179062324369183,1.099576205207014,0.8148504735509349,0.00460336800288086,0.07694712631000045,1.1888479512873,-0.41187531755570883,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6,1.1102230246251565e-16,-0.6000000000000001,-0.6000000000000001,0.004799737999746867,2.1607165559998975,0.4281790370005183,0.018586896999295277,0.006812218000050052,5.785290517000249,8.404384962999757,125.06434551699749,14
17000,0.04276049,0.043461405,16.822182,-16.675037,1.8194051,-11.746958,-19.192873,-16.688118,1.8225601,-11.724911,-19.249372,-16.64989,1.8062778,-11.430353,-19.455738,0.042760488,0.07536238,0.67038965,4.767353e-07,0.043461405,0.07210813,0.63160515,1.7527873e-07,1.0,0.0,1.0,1.0,17000,17,1000.0,0.0,1000,1000,-0.5499111189483437,0.07770505951540307,0.39968465748203474,-0.8186402891644251,-549.9111189483436,0.0,-549.9111189483436,-549.9111189483436,0.96075913264644,0.05799927525981022,1.0,0.6696407295194389,1,-549.9111189483436,-0.03348145254614354,0.0,-0.03348145254614354,-0.03348145254614354,0.953406417710301,0.0,0.953406417710301,0.953406417710301,0.005942097188178025,0.07380829039852368,0.9618076218479032,-0.2682580433535531,-0.5840483054441509,0.0,-0.5840483054441509,-0.5840483054441509,-0.5537217602282662,0.0,-0.5537217602282662,-0.5537217602282662,-0.5558532161365217,0.025650212384120463,-0.43142366050179937,-0.6000000000000001,80000,80,1000.0,0.0,1000,1000,-0.5954603724501875,0.07505426887939329,0.8625711349832259,-1.0372405435823402,-595.4603724501985,0.8653014102208713,-594.5652132187431,-596.6667687527006,1.0,0.0,1.0,1.0,5,-595.4603724501985,0.0,0.0,0.0,0.0,0.9472340034195197,0.08194431006314508,1.1066322149151586,0.8862986191316787,0.004539627549812571,0.07505426887939329,1.462571134983226,-0.4372405435823401,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6,1.1102230246251565e-16,-0.6000000000000001,-0.6000000000000001,0.004786366999724123,2.0585456070002692,0.42543654600012815,0.01580104000004212,0.006892200000038429,5.56730782700015,8.078769587000352,133.14619295699777,15
18000,0.049641505,0.049887788,18.005981,-17.905842,1.7713026,-13.330611,-20.618805,-17.935492,1.7764453,-13.3666725,-20.713362,-17.910683,1.7769232,-13.050167,-20.496065,0.049641497,0.09621245,0.80929565,1.39843905e-08,0.049887784,0.08782056,0.7308611,1.0335098e-06,1.0,0.0,1.0,1.0,18000,18,1000.0,0.0,1000,1000,-0.5503678880508743,0.0819581470150031,0.5299858554210152,-1.041267089548475,-550.3678880508735,0.0,-550.3678880508735,-550.3678880508735,0.959841345489333,0.05903917551336039,1.0,0.6549520841157495,1,-550.3678880508735,-0.06403969259726194,0.0,-0.06403969259726194,-0.06403969259726194,1.0849337036256295,0.0,1.0849337036256295,1.0849337036256295,0.004500731602767978,0.07888782634115865,1.0849337036256295,-0.4993337403186682,-0.47765816803914485,0.0,-0.47765816803914485,-0.47765816803914485,-0.5549478482046143,0.0,-0.5549478482046143,-0.5549478482046143,-0.5548686196536423,0.02605470397732373,-0.44218226688343204,-0.6000000000000001,85000,85,1000.0,0.0,1000,1000,-0.5963083747582335,0.07063771498390072,0.990419866567561,-1.0093188739097494,-596.3083747582448,0.5965132064884411,-595.3063718389798,-596.8948440281079,1.0,0.0,1.0,1.0,5,-596.3083747582448,0.0,0.0,0.0,0.0,0.882326480588407,0.09259184819510877,0.9986625405888874,0.7446143143213448,0.003691625241766428,0.07063771498390072,1.590419866567561,-0.4093188739097492,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6,1.1102230246251565e-16,-0.6000000000000001,-0.6000000000000001,0.00491636899914738,2.0843803730003856,0.43602434500007803,0.02013503599937394,0.006995521999670018,5.9800524580005,8.532504102999155,141.68180524099807,16
19000,0.048219584,0.04699117,19.333672,-19.155413,1.742424,-14.346454,-21.91012,-19.185478,1.7503139,-14.377443,-21.90065,-19.18431,1.7871802,-13.535377,-21.96651,0.04821958,0.10000332,0.82965213,1.3833414e-07,0.04699117,0.097327515,0.8320618,2.6324778e-07,1.0,0.0,1.0,1.0,19000,19,1000.0,0.0,1000,1000,-0.5481393409160651,0.08855678188566529,0.4689207704512254,-0.9604367291878927,-548.1393409160645,0.0,-548.1393409160645,-548.1393409160645,0.9593318744958357,0.05857455997364191,1.0,0.6356571938856996,1,-548.1393409160645,-0.020966034093936603,0.0,-0.020966034093936603,-0.020966034093936603,0.9469889356398603,0.0,0.9469889356398603,0.9469889356398603,0.006109833783814777,0.08509965728511622,1.0316102417377697,-0.39022274189225326,-0.5546375484962098,0.0,-0.5546375484962098,-0.5546375484962098,-0.567098342256977,0.0,-0.567098342256977,-0.567098342256977,-0.5542491746998799,0.025753904010760824,-0.45388488382888187,-0.6000000000000001,90000,90,1000.0,0.0,1000,1000,-0.5963478145334545,0.06656829812726738,0.34279397953646307,-1.0280932611529354,-596.3478145334657,0.5477421389997416,-595.7682635730642,-597.3231461089038,1.0,0.0,1.0,1.0,5,-596.3478145334657,0.0,0.0,0.0,0.0,0.8482231435073319,0.03143821730303617,0.8773156506066722,0.796763390856762,0.0036521854665455054,0.06656829812726738,0.9427939795364632,-0.42809326115293533,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6,1.1102230246251565e-16,-0.6000000000000001,-0.6000000000000001,0.004766865999954462,2.212462253999547,0.4279466349998984,0.016750896000303328,0.006918008999491576,5.8056526410000515,8.474497300999246,150.15957615799744,17
20000,0.051094636,0.05310332,20.576414,-20.422714,1.6819905,-15.799061,-23.375053,-20.448038,1.6917925,-15.821474,-23.335617,-20.404863,1.7039008,-15.20545,-23.166935,0.051094633,0.117541336,1.1194338,3.4511322e-07,0.05310332,0.11966365,1.1100696,1.2620912e-06,1.0,0.0,1.0,1.0,20000,20,1000.0,0.0,1000,1000,-0.5531084061416682,0.07233580139357057,0.15654814103181502,-0.863153667150917,-553.1084061416682,0.0,-553.1084061416682,-553.1084061416682,0.9625695663010008,0.05601337944468551,1.0,0.6585998340468724,1,-553.1084061416682,-0.017188916940296117,0.0,-0.017188916940296117,-0.017188916940296117,0.6470906908181612,0.0,0.6470906908181612,0.6470906908181612,0.004698195045758568,0.06892200089438137,0.735823568985749,-0.30778506312802323,-0.5851522528422426,0.0,-0.5851522528422426,-0.5851522528422426,-0.5196795034009917,0.0,-0.5196795034009917,-0.5196795034009917,-0.5578066011874266,0.024359525032674544,-0.4559266492830079,-0.6000000000000001,95000,95,1000.0,0.0,1000,1000,-0.5947458941737201,0.08118306326394942,1.0032784908419887,-1.048197392228711,-594.7458941737311,0.6787272959039732,-593.4814701579696,-595.5348828166817,1.0,0.0,1.0,1.0,5,-594.7458941737311,0.0,0.0,0.0,0.0,1.0488679696290086,0.1211008282757884,1.2802134078024023,0.9237545854508955,0.005254105826279873,0.08118306326394942,1.6032784908419888,-0.4481973922287108,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6,1.1102230246251565e-16,-0.6000000000000001,-0.6000000000000001,0.00488514800053963,2.092628070000501,0.434147235000637,0.017023221000272315,0.006920548000380222,5.598635184000159,8.154239406002489,158.31699397699958,18
21000,0.044332422,0.044341367,21.884308,-21.709171,1.6243159,-16.62534,-24.268747,-21.708712,1.6259856,-16.639181,-24.280832,-21.721134,1.6187031,-16.829992,-24.244333,0.044332422,0.09312384,0.96885896,3.6598394e-06,0.044341367,0.09089921,0.90616536,6.726623e-09,1.0,0.0,1.0,1.0,21000,21,1000.0,0.0,1000,1000,-0.5534668949772793,0.06848107080886552,0.24835513492037153,-0.9005344324048535,-553.4668949772796,0.0,-553.4668949772796,-553.4668949772796,0.9608619283158878,0.05738226382711396,1.0,0.6449080640180748,1,-553.4668949772796,-0.011045403759188388,0.0,-0.011045403759188388,-0.011045403759188388,0.7928154795883741,0.0,0.7928154795883741,0.7928154795883741,0.002462126716031309,0.0635484406973849,0.8192809714006105,-0.3304111154526784,-0.569816833449867,0.0,-0.569816833449867,-0.569816833449867,-0.5444603446680025,0.0,-0.5444603446680025,-0.5444603446680025,-0.5559290216933105,0.026254867405654598,-0.42724807813478194,-0.6000000000000001,100000,100,1000.0,0.0,1000,1000,-0.5959362148542157,0.06866223460702167,0.44074076680006957,-0.9877768516127778,-595.9362148542268,0.8137905135948844,-594.5919709669276,-596.7151141743986,1.0,0.0,1.0,1.0,5,-595.9362148542268,0.0,0.0,0.0,0.0,0.9335927696720769,0.06194627741940899,0.998965202161384,0.8225584099560254,0.004063785145784388,0.06866223460702167,1.0407407668000697,-0.38777685161277775,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6,1.1102230246251565e-16,-0.6000000000000001,-0.6000000000000001,0.004890397000053781,2.112316190999991,0.43987523400028294,0.015886425999269704,0.007021051000265288,6.239556982000067,8.81954628099993,167.1398033530013,19
22000,0.048716456,0.052339874,22.96184,-22.899405,1.5908524,-18.032112,-25.586494,-22.90374,1.5875311,-18.06709,-25.60669,-22.888256,1.5752757,-18.041712,-25.325624,0.04871645,0.10864115,0.9296798,5.2386895e-10,0.052339874,0.12570153,1.1671951,6.148184e-08,1.0,0.0,1.0,1.0,22000,22,1000.0,0.0,1000,1000,-0.550961114678882,0.0834521328152729,0.37959217182734273,-0.9288389008249313,-550.9611146788823,0.0,-550.9611146788823,-550.9611146788823,0.9608609961516307,0.05798738636198064,1.0,0.5888429014262018,1,-550.9611146788823,-0.001109861252736044,0.0,-0.001109861252736044,-0.001109861252736044,0.8184739752675885,0.0,0.8184739752675885,0.8184739752675885,0.0050087198626766255,0.08030742331095836,0.9311545263479942,-0.4189092983826895,-0.5213415829555519,0.0,-0.5213415829555519,-0.5213415829555519,-0.5607520264289996,0.0,-0.5607520264289996,-0.5607520264289996,-0.5559698345415586,0.025537818839522025,-0.45748192192360043,-0.6000000000000001,105000,105,1000.0,0.0,1000,1000,-0.5956882631410634,0.0754770511610214,0.44917785261404375,-1.0446385619445915,-595.6882631410745,1.5268289324352846,-593.4179907287486,-597.9482416658522,1.0,0.0,1.0,1.0,5,-595.6882631410745,0.0,0.0,0.0,0.0,0.9136206692381725,0.06965285840293245,0.9797257690843834,0.7846694895743428,0.004311736858936644,0.0754770511610214,1.0491778526140438,-0.4446385619445914,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6,1.1102230246251565e-16,-0.6000000000000001,-0.6000000000000001,0.004718963999948755,1.845030917999793,0.3058941749995938,0.018934336000711482,0.0069313770000007935,5.260359909999352,7.4418696799993995,174.58495334800045,20
23000,0.048307374,0.04818666,24.195866,-24.072395,1.4125599,-19.500727,-26.474064,-24.062473,1.4167327,-19.556679,-26.451143,-24.097122,1.4751872,-19.539112,-26.302235,0.048307374,0.08534455,0.518932,8.1854523e-10,0.048186656,0.086799316,0.5217801,1.8184401e-06,1.0,0.0,1.0,1.0,23000,23,1000.0,0.0,1000,1000,-0.5521949438890353,0.06950880347263773,0.16705562822713593,-0.9722718712564813,-552.1949438890356,0.0,-552.1949438890356,-552.1949438890356,0.9603098955143432,0.057940842212386,1.0,0.5765235508442598,1,-552.1949438890356,-0.07032761801243015,0.0,-0.07032761801243015,-0.07032761801243015,0.7317353814378508,0.0,0.7317353814378508,0.7317353814378508,0.003136398082394366,0.06541887159839802,0.7317353814378508,-0.393441865194058,-0.5852679848990643,0.0,-0.5852679848990643,-0.5852679848990643,-0.5828201663603231,0.0,-0.5828201663603231,-0.5828201663603231,-0.5553313419714297,0.026060044577783655,-0.4580219626599073,-0.6000000000000001,110000,110,1000.0,0.0,1000,1000,-0.5961356801261537,0.07097476681959822,0.585789310615376,-1.0387061691645272,-596.1356801261649,0.5263554917269618,-595.1259233806571,-596.6401750953312,1.0,0.0,1.0,1.0,5,-596.1356801261649,0.0,0.0,0.0,0.0,0.8863015701427661,0.10234220904485881,1.0228049255994318,0.7830483199469834,0.003864319873846287,0.0709747668195982,1.185789310615376,-0.4387061691645272,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6,1.1102230246251565e-16,-0.6000000000000001,-0.6000000000000001,0.00476525500016578,2.2405318900000566,0.4410217909999119,0.017502805999356497,0.0068142050004098564,5.861315002000083,8.571950948999984,183.16016427000068,21
24000,0.07202337,0.07286828,25.419865,-25.246576,1.40837,-20.641218,-27.917454,-25.239418,1.4364296,-20.561161,-27.975258,-25.316519,1.4180108,-20.701508,-28.165571,0.07202337,0.14716634,1.2057748,2.336003e-05,0.07286829,0.15911323,1.4210582,4.7861577e-06,1.0,0.0,1.0,1.0,24000,24,1000.0,0.0,1000,1000,-0.5509657829209771,0.07571555475583544,0.14928348177998196,-0.9146853906001798,-550.9657829209776,0.0,-550.9657829209776,-550.9657829209776,0.9610626753645787,0.05729822208587708,1.0,0.5910260547894652,1,-550.9657829209776,-0.008539648443645076,0.0,-0.008539648443645076,-0.008539648443645076,0.5898420792579502,0.0,0.5898420792579502,0.5898420792579502,0.005188948418897241,0.07205406977156927,0.7000371693287847,-0.36538736641512415,-0.5740099006808427,0.0,-0.5740099006808427,-0.5740099006808427,-0.5480871734110265,0.0,-0.5480871734110265,-0.5480871734110265,-0.5561547313398744,0.025954381102137426,-0.43567206329164077,-0.6000000000000001,115000,115,1000.0,0.0,1000,1000,-0.5955805865915718,0.07316106338350006,0.6238086392838411,-1.013902815517271,-595.5805865915829,0.682756183091246,-595.0200749372844,-596.892455241483,1.0,0.0,1.0,1.0,5,-595.5805865915829,0.0,0.0,0.0,0.0,0.8803028209930288,0.14692420490780178,1.0873634110668984,0.713319055817714,0.00441941340842826,0.07316106338350006,1.2238086392838412,-0.4139028155172708,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6,1.1102230246251565e-16,-0.6000000000000001,-0.6000000000000001,0.0048119350003617,2.1662804410007084,0.4422489509997831,0.018287550000422925,0.006801333999646886,5.799251129999902,8.437681341000825,191.60102667500178,22
